parameter,role,minimum,nominal,maximum,tmax_low_k,tmax_baseline_k,tmax_high_k,tmax_span_k,energy_low_j,energy_baseline_j,energy_high_j,energy_span_j,liquid_fraction_span
sheet_thickness_m,bounded,0.0006,0.00063,0.00066,1364.177237890199,1327.953637505696,1295.0900221534237,69.0872157367753,111.12345340286069,110.91881331578112,110.73218335580553,0.39127004705515844,0.0
effective_contact_radius_m,nuisance,0.0011,0.00135,0.0015875,1599.6405478217569,1327.953637505696,1157.1782006462547,442.46234717550215,133.73151372614615,110.91881331578112,97.33068413974439,36.400829586401755,0.0
bulk_resistivity_scale,bounded,1.0,1.15,1.3,1339.4286924835665,1327.953637505696,1317.008027921232,22.420664562334423,109.77054578503237,110.91881331578112,112.03689176294372,2.2663459779113566,0.0
thermal_conductivity_scale,bounded,0.85,1.0,1.15,1385.4416657775414,1327.953637505696,1280.338003662154,105.10366211538735,111.31895086665267,110.91881331578112,110.57231719317434,0.7466336734783283,0.0
volumetric_heat_capacity_scale,bounded,0.9,1.0,1.1,1404.7987275813239,1327.953637505696,1262.8026507735215,141.9960768078024,112.17929517359,110.91881331578112,109.84123650093379,2.338058672656217,0.0
latent_heat_scale,bounded,0.85,1.0,1.15,1327.953637505696,1327.953637505696,1327.953637505696,0.0,110.91881331578112,110.91881331578112,110.91881331578112,0.0,0.0
faying_resistance_scale,nuisance,0.5,1.0,1.5,875.0140970047808,1327.953637505696,1774.7188116319057,899.704714627125,76.98654519969105,110.91881331578112,146.82178446473068,69.83523926503963,0.2316831597208875
electrode_resistance_scale,nuisance,0.5,1.0,1.5,1202.3814802537947,1327.953637505696,1443.2136292815342,240.83214902773943,87.53652034451696,110.91881331578112,134.57220105332186,47.035680708804904,0.0
screening_peak_current_a,nuisance,3400.0,3800.0,4200.0,1106.9101922561483,1327.953637505696,1573.4100650061148,466.49987274996647,86.34494351483072,110.91881331578112,139.3949376335575,53.04999411872679,0.0
