sample_count,reference_fail_count,reference_pass_count,decision_pass_count,decision_review_count,decision_fail_count,false_escape_count,false_escape_rate,false_reject_count,false_reject_rate,review_rate,auto_coverage,good_auto_pass_rate,bad_safe_capture_rate,bad_auto_fail_recall,explode_safe_capture_rate,explode_auto_fail_recall,illustrative_cost_total,illustrative_cost_per_weld,policy,ood_flag_count,ood_flag_rate,ood_routed_to_review_count
393,42,351,377,0,16,28,0.6666666666666666,2,0.005698005698005698,0.0,1.0,0.9943019943019943,0.8235294117647058,0.8235294117647058,0.0,0.0,570,1.450381679389313,point_argmax_no_review,0,0.0,0
393,42,351,25,353,15,1,0.023809523809523808,1,0.002849002849002849,0.8982188295165394,0.10178117048346055,0.06837606837606838,1.0,0.8235294117647058,0.96,0.0,378,0.9618320610687023,probability_abstention,0,0.0,0
393,42,351,25,356,12,1,0.023809523809523808,1,0.002849002849002849,0.905852417302799,0.09414758269720101,0.06837606837606838,1.0,0.6470588235294118,0.96,0.0,381,0.9694656488549618,probability_plus_range,10,0.02544529262086514,3
393,42,351,25,357,11,1,0.023809523809523808,0,0.0,0.9083969465648855,0.0916030534351145,0.06837606837606838,1.0,0.6470588235294118,0.96,0.0,377,0.9592875318066157,probability_plus_mahalanobis,12,0.030534351145038167,4
393,42,351,25,359,9,1,0.023809523809523808,0,0.0,0.9134860050890585,0.08651399491094147,0.06837606837606838,1.0,0.5294117647058824,0.96,0.0,379,0.9643765903307888,combined_diagnostic,18,0.04580152671755725,6
