policy,metric,point_estimate,lower,upper,confidence_level,valid_replicates,method
combined_diagnostic,false_escape_rate,0.023809523809523808,0.0,0.07142857142857142,0.95,2000,category_stratified_weld_resampling_of_fixed_cross_fitted_decisions
combined_diagnostic,false_reject_rate,0.0,0.0,0.0,0.95,2000,category_stratified_weld_resampling_of_fixed_cross_fitted_decisions
combined_diagnostic,review_rate,0.9134860050890585,0.8880407124681934,0.9389312977099237,0.95,2000,category_stratified_weld_resampling_of_fixed_cross_fitted_decisions
combined_diagnostic,auto_coverage,0.08651399491094147,0.061068702290076333,0.11195928753180662,0.95,2000,category_stratified_weld_resampling_of_fixed_cross_fitted_decisions
combined_diagnostic,bad_safe_capture_rate,1.0,1.0,1.0,0.95,2000,category_stratified_weld_resampling_of_fixed_cross_fitted_decisions
combined_diagnostic,explode_safe_capture_rate,0.96,0.88,1.0,0.95,2000,category_stratified_weld_resampling_of_fixed_cross_fitted_decisions
