experiment_id,model,seed,simulation_manifest_id,selected_epoch,checkpoint_role,split,sample_count,normalized_mse,field_nrmse,tmax_mae_k,worst_5pct_tmax_mae_k,negative_temperature_rise_fraction,p50_latency_ms,p95_latency_ms,peak_gpu_memory_mb,parameter_count,melt_boundary_dice,melt_diameter_proxy_mae_mm,checkpoint
E05,fno3d,42,8a39a964572700bcf06c11dbebf3cde1b0d6430673ce17441d6384eaf51ae8be,20,best_validation,validation,16,0.04387720674276352,0.3109439892282593,20.515750885009766,50.743133544921875,0.15380859375,3.565962426364422,3.638417273759842,37.71142578125,1771393,,,projects/rsw_quality_digital_twin/artifacts/m5_operator_comparison/fno3d/best.ckpt
E05,transolver,42,8a39a964572700bcf06c11dbebf3cde1b0d6430673ce17441d6384eaf51ae8be,23,best_validation,validation,16,0.0391840897500515,0.29384449429539433,12.457208633422852,46.294891357421875,0.0478515625,2.926258370280266,2.979878429323435,49.6884765625,769185,,,projects/rsw_quality_digital_twin/artifacts/m5_operator_comparison/transolver/best.ckpt
