experiment_id,model,seed,simulation_manifest_id,selected_epoch,checkpoint_role,split,sample_count,normalized_mse,field_nrmse,tmax_mae_k,worst_5pct_tmax_mae_k,negative_temperature_rise_fraction,p50_latency_ms,p95_latency_ms,peak_gpu_memory_mb,parameter_count,checkpoint
E05_overfit_64,fno3d,42,8a39a964572700bcf06c11dbebf3cde1b0d6430673ce17441d6384eaf51ae8be,100,last_epoch,train_overfit,64,0.0038400144112529233,0.047133351123012104,6.41714334487915,19.413665771484375,0.067840576171875,,,,1771393,projects/rsw_quality_digital_twin/artifacts/m5_operator_comparison/fno3d/last.ckpt
E05_overfit_64,transolver,42,8a39a964572700bcf06c11dbebf3cde1b0d6430673ce17441d6384eaf51ae8be,100,last_epoch,train_overfit,64,0.015084947750438005,0.09341869507496525,14.902139663696289,83.28729248046875,0.065673828125,,,,769185,projects/rsw_quality_digital_twin/artifacts/m5_operator_comparison/transolver/last.ckpt
