sample_id,target_stack_compatible,record_count,welding_time_ms,nominal_inclusive_count_at_10hz,count_gap_from_nominal_hypothesis,record_index_strictly_increasing,invalid_current_count,invalid_force_count,current_mean_a,current_rms_a,current_jensen_ratio,force_min_stored,force_mean_positive_stored,force_max_stored
18,False,3,200.0,3,0,True,0,0,2270.5,2271.5443088495254,1.0009201048339125,53.89,53.92666666666667,53.95
19,False,15,1500.0,16,-1,True,0,1,1627.1913333333332,1630.8787297752501,1.004537357582247,0.0,62.037142857142875,115.69
20,False,15,1500.0,16,-1,True,0,0,1499.139333333333,1501.741277466484,1.0034742629657707,124.0,131.78333333333327,132.37
21,False,15,1500.0,16,-1,True,0,0,1466.9793333333332,1467.5259199051077,1.0007453252906586,63.02,97.634,132.35
22,False,16,1500.0,16,0,True,0,0,1475.39875,1475.9204458404931,1.000707318039148,53.25,53.95375,58.13
24,False,3,200.0,3,0,True,0,0,1236.2066666666667,1237.7088036906473,1.0024317125953266,10.11,13.520000000000001,16.93
25,False,3,200.0,3,0,True,0,0,1234.5566666666666,1234.9256986690873,1.0005979266365954,20.35,23.77,27.19
26,False,3,200.0,3,0,True,0,0,1347.46,1348.9739276205453,1.002248345926439,30.61,34.03,37.45
27,False,15,1500.0,16,-1,True,0,1,1228.0486666666663,1234.2747544664976,1.010165510211967,0.0,25.722142857142853,48.08
28,False,15,1500.0,16,-1,True,0,0,1202.9900000000002,1203.7031383554113,1.0011859611989518,51.5,54.771999999999984,55.05
29,False,15,1500.0,16,-1,True,0,0,1268.8826666666666,1269.627726729375,1.001174700898275,55.05,88.88866666666668,122.48
30,False,15,1500.0,16,-1,True,0,0,1331.3400000000001,1332.2939711089791,1.0014336125899839,127.36,132.45199999999997,133.53
31,False,2,200.0,3,-1,True,0,1,1053.875,1054.0885123413498,1.0004052358579016,0.0,8.31,8.31
34,True,10,1000.0,11,-1,True,0,0,2826.6440000000002,2877.070588522291,1.0359977323549072,77.33,77.44200000000001,77.57
35,True,11,1000.0,11,0,True,0,0,2809.81,2864.6354991247063,1.0394050711183842,76.89,77.02454545454546,77.25
36,True,10,1000.0,11,-1,True,0,0,2871.7810000000004,2912.069266094129,1.0282548484654601,77.07,77.196,77.37
37,True,10,1000.0,11,-1,True,0,0,2980.4359999999997,3038.8362852809296,1.039573034797534,77.26,77.304,77.37
39,True,2,1000.0,11,-9,True,0,0,2435.44,2637.3381417633955,1.172672557410888,77.14,77.155,77.17
40,True,11,1000.0,11,0,True,0,0,2798.410909090909,2847.5550935399747,1.0354313272085085,76.95,77.01181818181817,77.1
41,True,10,1000.0,11,-1,True,0,0,2793.369,2864.7880966678845,1.0517884288655055,76.85,76.939,77.05
42,True,11,1000.0,11,0,True,0,0,2823.400909090909,2870.5237669630956,1.0336587697794588,77.01,77.04272727272728,77.15
