experiment_id,model,seed,simulation_manifest_id,selected_epoch,checkpoint_role,split,sample_count,normalized_mse,field_nrmse,tmax_mae_k,worst_5pct_tmax_mae_k,negative_temperature_rise_fraction,p50_latency_ms,p95_latency_ms,peak_gpu_memory_mb,parameter_count,checkpoint
E04_overfit_64,mean,42,8a39a964572700bcf06c11dbebf3cde1b0d6430673ce17441d6384eaf51ae8be,,last_epoch,train_overfit,64,0.5034807901829481,0.5397011363957466,133.75824689865112,347.2611083984375,0.0,,,,0,projects/rsw_quality_digital_twin/artifacts/m4_baseline_overfit64/mean/best.ckpt
E04_overfit_64,cnn3d,42,8a39a964572700bcf06c11dbebf3cde1b0d6430673ce17441d6384eaf51ae8be,100,last_epoch,train_overfit,64,0.0009554035714245401,0.02351014466453778,3.0612268447875977,10.42327880859375,0.062774658203125,,,,230145,projects/rsw_quality_digital_twin/artifacts/m4_baseline_overfit64/cnn3d/last.ckpt
