experiment_id,model,seed,simulation_manifest_id,selected_epoch,checkpoint_role,split,sample_count,normalized_mse,field_nrmse,tmax_mae_k,worst_5pct_tmax_mae_k,negative_temperature_rise_fraction,p50_latency_ms,p95_latency_ms,peak_gpu_memory_mb,parameter_count,melt_boundary_dice,melt_diameter_proxy_mae_mm,checkpoint
E04,mean,42,8a39a964572700bcf06c11dbebf3cde1b0d6430673ce17441d6384eaf51ae8be,,best_validation,validation,16,0.3683769553899765,0.9009670349867663,114.85108184814453,188.62258911132812,0.0,0.014813616871833801,0.01764846965670585,0.48974609375,0,,,projects/rsw_quality_digital_twin/artifacts/m4_baseline_overfit64/mean/best.ckpt
E04,cnn3d,42,8a39a964572700bcf06c11dbebf3cde1b0d6430673ce17441d6384eaf51ae8be,20,best_validation,validation,16,0.06119920313358307,0.36722780389544535,45.87347412109375,85.96435546875,0.089111328125,0.603286549448967,0.6116681732237339,6.568359375,230145,,,projects/rsw_quality_digital_twin/artifacts/m4_baseline_overfit64/cnn3d/best.ckpt
