experiment_id,variant,model,selected_epoch,split,sample_count,normalized_mse,field_nrmse,tmax_mae_k,worst_5pct_tmax_mae_k,negative_temperature_rise_fraction,p50_latency_ms,p95_latency_ms,peak_gpu_memory_mb,parameter_count,initial_condition_rmse_normalized,nonnegative_penalty_rmse_normalized,thermal_residual_rmse_normalized,checkpoint
E05_1_physics_ablation,data_only,fno3d,1,validation,16,0.3693767189979553,0.9021888142220272,62.97801399230957,130.41122436523438,0.0,,,,1771393,0.8325174549781661,0.0,0.25360963074793047,projects/rsw_quality_digital_twin/artifacts/m5_1_path_check/data_only/best.ckpt
E05_1_physics_ablation,plus_thermal_residual,fno3d,1,validation,16,0.31987762451171875,0.8395655391631243,62.979291915893555,137.64715576171875,0.0,,,,1771393,0.7581719204880013,0.0,0.25044036615167714,projects/rsw_quality_digital_twin/artifacts/m5_1_path_check/plus_thermal_residual/best.ckpt
