experiment_id,variant,model,selected_epoch,split,sample_count,normalized_mse,field_nrmse,tmax_mae_k,worst_5pct_tmax_mae_k,negative_temperature_rise_fraction,p50_latency_ms,p95_latency_ms,peak_gpu_memory_mb,parameter_count,initial_condition_rmse_normalized,nonnegative_penalty_rmse_normalized,thermal_residual_rmse_normalized,checkpoint
E05_1_physics_ablation,data_only,fno3d,20,validation,16,0.04387720674276352,0.3109439892282593,20.515750885009766,50.743133544921875,0.15380859375,,,,1771393,0.0749073739333531,0.02720876620502094,0.300926934915397,projects/rsw_quality_digital_twin/artifacts/m5_1_physics_ablation/data_only/best.ckpt
E05_1_physics_ablation,plus_initial,fno3d,25,validation,16,0.03635910339653492,0.2830539782007119,21.78050422668457,55.758697509765625,0.1329345703125,,,,1771393,0.04632283127840623,0.01496120206797223,0.2858052429250339,projects/rsw_quality_digital_twin/artifacts/m5_1_physics_ablation/plus_initial/best.ckpt
E05_1_physics_ablation,plus_nonnegative,fno3d,25,validation,16,0.03631444741040468,0.2828801097073007,21.80181884765625,55.7384033203125,0.1309814453125,,,,1771393,0.04566789618324764,0.014516031621441982,0.28528589900490225,projects/rsw_quality_digital_twin/artifacts/m5_1_physics_ablation/plus_nonnegative/best.ckpt
E05_1_physics_ablation,plus_thermal_residual,fno3d,21,validation,16,0.03759119752794504,0.287809920684228,21.607162475585938,47.45281982421875,0.1495361328125,,,,1771393,0.058462824180755664,0.02195676387803239,0.2754320509169027,projects/rsw_quality_digital_twin/artifacts/m5_1_physics_ablation/plus_thermal_residual/best.ckpt
